5.DIFERITI BENEFICIARI	VGP_STAZA
6.ALIMENTARI CU APA	1.NU_Comuna Prunisor Alimentare cu apa teremen depunere 14.10.2025
6.ALIMENTARI CU APA	10.NU Cond.refulare ape uzate OTOPENI Ilfov termen depunere 22.05.2026
6.ALIMENTARI CU APA	11.NU Extindere sistem.alim.cu apa com.OJDULA, jud. Covasna termen depunere 06.07.2026
6.ALIMENTARI CU APA	12.COLEN Extindere și reabilitare sistem alim. apă și canalizare în Satu Mare, Brădești, Târnovița și Dealu depunere 15.05.2026
6.ALIMENTARI CU APA	13.NU Alim.cu apa potabila loc. Sălişte, jud.SIBIU termen depunere 03.07.2026
6.ALIMENTARI CU APA	14.NU AQUASERV TL_CL12 Alim.apa Isaccea_Macin_Mahmudia Tulcea termen depunere 21.07.2026
6.ALIMENTARI CU APA	15.NU Com.MERA jud.Vrancea Alim apa si canaliz. termen depunere 17.07.2026
6.ALIMENTARI CU APA	16. NU com. BUCIUMENI jud Galati Proiectare si exec sistem alim apa termen depunere 10.07.2026
6.ALIMENTARI CU APA	17. com.LAZA, jud.Vaslui exec.alim.apa termen depunere 10.07.2026
6.ALIMENTARI CU APA	18. com SISESTI jud.Mehedinti exec.alim.apa si canaliz. teremen depunere15.07.2026
6.ALIMENTARI CU APA	19.Alim. cu apa com . Domnesti_Ilfov termne depunere 18.09.2026
6.ALIMENTARI CU APA	2.COLEN Lider_Extind. și reabilit.sist alimentare apă și canaliz.RUPEA_Brasov
6.ALIMENTARI CU APA	3.ROMOIL Lider_Alim.cu apa 2 Loturi Barcanesti_Jilavele depunere17.12.2025
6.ALIMENTARI CU APA	4.COLEN Lider_Extind. sist. de alim.apa si canaliz.HOGHIZ Brasov depunere 17.02.2026
6.ALIMENTARI CU APA	5.FONSTER Lider_Extind.retea apa si canaliz.com.SOVEJA,jud.Vrancea depunere 25.02.2026 ANULATA
6.ALIMENTARI CU APA	6.NU_Modernizare si extindere sist de alim cu apa,Boldeşti-Scăeni, jud.PH, depunere 20.04.2026
6.ALIMENTARI CU APA	7.Alim. cu apa 5 loturi Aquaserv, jud. Mures, depunere 30.06.2026
6.ALIMENTARI CU APA	8.NU Pr.si exec. retea apa si canalizare VEGA Ploiesti termen depunere 26.05.2026
6.ALIMENTARI CU APA	9.NU Reabilit. retele distrib.apa potabila str.Calea Bucuresti, Poienelor si Carpatilor_Brasov depunere 02.06.2026
7.OMV	2.Spineni
